0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:18:30 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/core/popper.min.js HTTP/1.1" 200 18994
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:18:30 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/plugin/chartist/chartist.min.js HTTP/1.1" 200 40214
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:18:30 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/plugin/chartist/plugin/chartist-plugin-tooltip.min.js HTTP/1.1" 200 7159
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:18:30 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/plugin/bootstrap-notify/bootstrap-notify.min.js HTTP/1.1" 200 8976
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:18:30 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/plugin/bootstrap-toggle/bootstrap-toggle.min.js HTTP/1.1" 200 4129
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:18:30 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/plugin/jquery-mapael/maps/world_countries.min.js HTTP/1.1" 200 125619
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:18:30 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/plugin/jquery-mapael/jquery.mapael.min.js HTTP/1.1" 200 125090
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:18:30 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/plugin/chart-circle/circles.min.js HTTP/1.1" 200 5350
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:18:30 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/plugin/jquery-scrollbar/jquery.scrollbar.min.js HTTP/1.1" 200 12248
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:18:30 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/ready.min.js HTTP/1.1" 200 739
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:18:31 +0530] "GET /PropertyRegOnwerTransfer/tiles/back1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:18:32 +0530] "GET /favicon.ico HTTP/1.1" 404 1016
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/pages/login.jsp HTTP/1.1" 200 6062
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/css/bootstrap.min.css HTTP/1.1" 200 144877
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/css/ready.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/css/demo.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/jquery.masknumber.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/jquery.masknumber.min.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/ready.min.js HTTP/1.1" 200 739
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/plugin/jquery-ui-1.12.1.custom/jquery-ui.min.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/core/jquery.3.2.1.min.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/core/bootstrap.min.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/core/popper.min.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/plugin/chartist/chartist.min.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/plugin/chartist/plugin/chartist-plugin-tooltip.min.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/plugin/bootstrap-toggle/bootstrap-toggle.min.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/plugin/jquery-mapael/maps/world_countries.min.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/plugin/jquery-scrollbar/jquery.scrollbar.min.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/plugin/jquery-mapael/jquery.mapael.min.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/plugin/bootstrap-notify/bootstrap-notify.min.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Aug/2022:16:20:02 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/js/plugin/chart-circle/circles.min.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Aug/2022:16:20:03 +0530] "GET /PropertyRegOnwerTransfer/tiles/back1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:34:00 +0530] "POST /PropertyRegOnwerTransfer/tiles/ajax.jsp?methodId=checkLogin HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:34:03 +0530] "GET /PropertyRegOnwerTransfer/pages/login.jsp HTTP/1.1" 200 6062
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:34:06 +0530] "POST /PropertyRegOnwerTransfer/tiles/ajax.jsp?methodId=checkLogin HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:34:09 +0530] "GET /PropertyRegOnwerTransfer/pages/login.jsp HTTP/1.1" 200 6062
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:34:14 +0530] "POST /PropertyRegOnwerTransfer/tiles/ajax.jsp?methodId=checkLogin HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:34:19 +0530] "GET /PropertyRegOnwerTransfer/pages/login.jsp HTTP/1.1" 200 6062
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:34:28 +0530] "POST /PropertyRegOnwerTransfer/tiles/ajax.jsp?methodId=checkLogin HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:34:32 +0530] "GET /PropertyRegOnwerTransfer/pages/login.jsp HTTP/1.1" 200 6062
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:34:47 +0530] "POST /PropertyRegOnwerTransfer/tiles/ajax.jsp?methodId=checkLogin HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:34:50 +0530] "GET /PropertyRegOnwerTransfer/pages/login.jsp HTTP/1.1" 200 6062
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:35:32 +0530] "POST /PropertyRegOnwerTransfer/tiles/ajax.jsp?methodId=checkLogin HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:35:32 +0530] "GET /PropertyRegOnwerTransfer/pages/dashboard.jsp HTTP/1.1" 200 20923
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:35:32 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/img/menu2.png HTTP/1.1" 200 3448
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:35:32 +0530] "GET /PropertyRegOnwerTransfer/theme/assets/fonts/line-awesome.woff2?v=1.1. HTTP/1.1" 200 45108
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:35:42 +0530] "GET /PropertyRegOnwerTransfer/pages/dashboard.jsp HTTP/1.1" 200 20923
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:35:43 +0530] "GET /PropertyRegOnwerTransfer/pages/propertyverification.jsp HTTP/1.1" 200 14712
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:35:44 +0530] "GET /PropertyRegOnwerTransfer/pages/propertytransferverif.jsp HTTP/1.1" 200 10140
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:35:46 +0530] "GET /PropertyRegOnwerTransfer/pages/tranferRecords.jsp HTTP/1.1" 500 2917
0:0:0:0:0:0:0:1 - - [12/Aug/2022:16:35:50 +0530] "GET /PropertyRegOnwerTransfer/pages/index.html HTTP/1.1" 404 1076
