what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1544700003762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1544700004210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1544700004759
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1544700009073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1544700009591
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700010077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700032333
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1544700034058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700034472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700034916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700060395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700061893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700075397
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700077201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700077701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700084643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700091784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700096140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700096859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700135552
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1544700136230
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1544700136257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700136402
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700137439
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1544700138446
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1544700138531
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1544700141275
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1544700141370
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1544700143095
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1544700161706
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1544700164653
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1544700164670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700166962
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1544700169149
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1544700169190
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1544700169193
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1544700169212
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1544700169267
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1544700169268
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1544700169317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1544700169352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1544700170567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1544700178243
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1544700180496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700181356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700195718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700197704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700198125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700227872
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1544700229950
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1544700230626
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700237017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700237677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700266350
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1544700267755
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1544700271251
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1544700277732
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1544700282251
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1544700284000
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1544700284000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700295094
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700296329
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1544700296415
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1544700296439
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1544700296550
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700299677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700300333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700301010
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1544700301027
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1544700301035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700301533
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1544700301553
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1544700301713
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700302215
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1544700303575
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1544700323814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700325468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700382558
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1544700385047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700393166
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1544700393546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700395987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700396608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700404496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700406175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700439295
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1544700439820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700444264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700447198
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700467322
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700470800
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700471277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700487859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700488889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700490527
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1544700490598
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1544700490622
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1544700490671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700492543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700537703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700539419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700543139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700544203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700547492
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1544700549222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700551640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700552598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700556841
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700557959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700558333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700565497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700566966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700583502
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700585750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700586881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700587752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700791645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700794888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700811692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700814279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700814675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700827538
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700831551
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832051
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832083
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832116
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832183
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832248
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832314
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832346
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832480
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832512
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832808
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832842
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700832875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700835213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700845133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700846384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700851581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700852197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700858371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700862135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700862448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700863279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700863650
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700874591
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700878780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700886134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700886968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700891549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700896716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700897116
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700899271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700900091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700912311
opened,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1544700916950
activated,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1544700916962
executed,command,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.performTextSearchWorkspace",1544700917067
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700917399
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1544700919021
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700919120
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1544700920293
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1544700927715
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1544700932719
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544700944100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700945087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544700988881
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1544700988893
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1544700989527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544701005838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544701425055
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1544701425531
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1544701436489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544701436937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544701619223
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1544701620299
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1544701621455
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1544701629585
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1544701630173
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1544701630590
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1544701630814
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1544701630982
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1544701631229
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1544701631470
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1544701631957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1544701632546
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1544701633765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544701651121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544701652378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544701656291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544701658358
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544701659513
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544701743099
